

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is funded by the National Aeronautics and Space Administration.
and operated by the California Institute of Technology.


queryDateTime:2023-10-03T22:41:38PDT



Main Information Table for All Sky, chosen by params


Redshift: Between 0.272000 and 0.273000 


Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA|DEC|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Separation|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
852|SDSS J030638.65+000023.1| 46.66106 |   0.00644 |G| 81753| 0.272700 |S1L |22.0g|  0.000|2|0|22|2|1|4|0
853|SDSS J030640.07-003038.4| 46.66698 |  -0.51068 |G| 81696| 0.272509 |SLS |20.6g|  0.000|1|0|15|2|1|4|1
854|WISEA J030640.66-000012.4| 46.66939 |  -0.00350 |G| 81544| 0.272000 |SUN |21.6g|  0.000|1|0|33|3|1|4|0
855|WISEA J030736.01+005919.2| 46.90008 |   0.98838 |G| 81564| 0.272068 |SLS |19.9g|  0.000|2|0|34|5|1|4|0
856|SDSS-II SN 09117 HOST| 46.90165 |   0.98827 |G| 81574| 0.272100 |UUN |     |  0.000|4|0|0|2|2|0|0
857|WISEA J030738.11+005915.7| 46.90876 |   0.98770 |G| 81544| 0.272000 |SUN |20.3g|  0.000|3|0|27|3|2|4|0
858|WISEA J030746.64-010432.2| 46.94430 |  -1.07573 |G| 81633| 0.272297 |SLS |20.7g|  0.000|1|0|35|5|1|4|0
859|SDSS J030748.58+000104.1| 46.95249 |   0.01780 |G| 81752| 0.272695 |SLS |20.9g|  0.000|1|0|19|3|1|4|0
860|WISEA J030805.12-001907.4| 47.02135 |  -0.31872 |G| 81695| 0.272504 |SLS |20.5g|  0.000|1|0|33|4|1|4|0
861|WISEA J030822.96-001533.8| 47.09565 |  -0.25943 |G| 81643| 0.272332 |SLS |19.8g|  0.000|4|0|55|15|13|8|0
862|WISEA J030835.32-001514.5| 47.14714 |  -0.25388 |G| 81691| 0.272491 |SLS |19.79|  0.000|1|0|21|5|1|0|0
863|WISEA J030851.97+001623.3| 47.21657 |   0.27319 |G| 81708| 0.272547 |SLS |20.5g|  0.000|1|0|27|3|1|4|0
864|WISEA J031005.10-004755.9| 47.52127 |  -0.79888 |G| 81779| 0.272785 |SLS |19.5g|  0.000|1|0|36|6|1|4|0
865|WISEA J031020.30-004630.4| 47.58463 |  -0.77513 |G| 81550| 0.272021 |SLS |20.8g|  0.000|1|0|27|3|1|4|0
866|WISEA J031147.00-063945.9| 47.94580 |  -6.66288 |G| 81660| 0.272390 |SLS |21.8g|  0.000|2|0|31|3|1|4|0
867|WHL J031204.8-004120| 48.02000 |  -0.68900 |GClstr| 81813| 0.272900 |SUN |     |  0.000|3|0|0|3|4|0|0
868|WISEA J031210.53-004054.8| 48.04389 |  -0.68187 |G| 81615| 0.272238 |SLS |19.8g|  0.000|1|0|33|4|1|4|0
869|WISEA J031247.01-004712.2| 48.19594 |  -0.78673 |G| 81607| 0.272210 |SLS |19.6g|  0.000|1|0|33|4|1|4|0
870|WHL J031247.9+053133| 48.19963 |   5.52591 |GClstr| 81753| 0.272700 |PUN |     |  0.000|2|0|0|2|2|0|0
871|WISEA J031321.32-005818.5| 48.33878 |  -0.97174 |*| 81770| 0.272756 |SLS |20.4g|  0.000|3|0|25|6|2|4|0
872|GMBCG J048.36262-06.26707| 48.36262 |  -6.26707 |GClstr| 81843| 0.273000 |PUN |     |  0.000|1|0|0|1|1|0|0
873|WISEA J031327.01-061601.3| 48.36262 |  -6.26706 |G| 81843| 0.273000 |PUN |19.9g|  0.000|1|0|36|5|1|4|0
874|WISEA J031331.12+000231.8| 48.37969 |   0.04223 |G| 81775| 0.272772 |SLS |19.1g|  0.000|9|0|57|9|6|8|0
875|WISEA J031342.90-003817.0| 48.42879 |  -0.63810 |G| 81675| 0.272440 |SLS |20.7g|  0.000|1|0|31|5|2|4|0
876|WISEA J031507.49-005550.0| 48.78120 |  -0.93061 |G| 81834| 0.272970 |SLS |20.0g|  0.000|4|0|37|7|3|4|0
877|WISEA J031510.34-010446.6| 48.79309 |  -1.07969 |G| 81577| 0.272111 |SLS |20.6g|  0.000|1|0|27|3|1|4|0
878|SDSS J031852.01-063628.2| 49.71672 |  -6.60784 |G| 81592| 0.272160 |SLS |22.2g|  0.000|2|0|19|2|1|4|0
879|WHL J032025.8+035553| 50.10769 |   3.93133 |GClstr| 81544| 0.272000 |PUN |     |  0.000|2|0|0|2|2|0|0
880|SDSS J032344.48-063238.8| 50.93536 |  -6.54411 |G| 81681| 0.272460 |SLS |22.0g|  0.000|2|0|15|1|1|4|0
881|SDSS J032604.95-054314.3| 51.52064 |  -5.72066 |G| 81687| 0.272480 |SLS |21.7g|  0.000|2|0|19|2|1|3|0
882|SSTSL2 J032837.80-274823.1| 52.15753 | -27.80644 |IrS| 81735| 0.272640 |SLS |     |  0.000|1|0|10|2|1|0|0
883|WISEA J032929.76-283225.2| 52.37345 | -28.54026 |G| 81604| 0.272200 |SLS |19.78|  0.000|3|0|34|9|1|0|0
884|WISEA J032952.32-070745.0| 52.46803 |  -7.12912 |G| 81683| 0.272464 |SLS |20.7g|  0.000|1|0|31|4|1|4|0
885|WISEA J033001.45-282409.5| 52.50600 | -28.40264 |G| 81574| 0.272100 |SLS |     |  0.000|3|0|39|8|2|0|0
886|SSTSL2 J033102.47-281706.5| 52.76025 | -28.28514 |G| 81574| 0.272100 |UUN?|     |  0.000|1|0|18|3|1|0|0
887|ACS-GC 90001712| 52.88925 | -28.04439 |G| 81843| 0.273000 |PUN |24.2R|  0.000|7|0|35|3|2|0|0
888|COMBO-17 34417| 52.89033 | -27.78909 |G| 81544| 0.272000 |PUN |24.6R|  0.000|5|0|37|2|1|0|0
889|ACS-GC 90000900| 52.89788 | -28.05259 |G| 81544| 0.272000 |PUN |21.0R|  0.000|12|0|47|8|5|0|0
890|SSTSL2 J033150.02-281314.9| 52.95813 | -28.22100 |G| 81843| 0.273000 |UUN |     |  0.000|1|0|16|3|1|0|0
891|S-CANDELS J033151.60-273949.2 | 52.96498 | -27.66363 |G| 81544| 0.272000 |PUN |21.4R|  0.000|8|0|60|6|3|0|0
892|WISEA J033155.94-275654.3| 52.98316 | -27.94858 |G| 81843| 0.273000 |PUN |21.0R|  0.000|7|0|72|6|2|0|0
893|WISEA J033201.70+282727.2| 53.00708 |  28.45758 |G| 81841| 0.272992 |PUN |     |  0.000|1|0|27|4|1|2|0
894|S-CANDELS J033203.57-274918.4 | 53.01483 | -27.82175 |G| 81843| 0.273000 |PUN |24.7R|  0.000|6|0|36|2|2|0|0
895|COMBO-17 18308| 53.01730 | -27.92166 |G| 81544| 0.272000 |PUN |24.0R|  0.000|2|0|22|1|2|0|0
896|COMBO-17 13977| 53.02448 | -27.95701 |G| 81843| 0.273000 |PUN |24.6R|  0.000|3|0|23|1|1|0|0
897|S-CANDELS J033207.50-274108.4 | 53.03128 | -27.68547 |G| 81544| 0.272000 |PUN |24.2R|  0.000|6|0|36|2|2|0|0
898|WISEA J033210.22-280202.7| 53.04250 | -28.03407 |G| 81843| 0.273000 |PUN |20.5R|  0.000|6|0|67|6|2|0|0
899|EIS J033210.36-274830.3| 53.04314 | -27.80830 |G| 81843| 0.273000 |PUN |22.8R|  0.000|16|0|67|7|8|0|0
900|S-CANDELS J033210.70-275520.8 | 53.04453 | -27.92242 |G| 81843| 0.273000 |PUN |24.0R|  0.000|5|0|46|3|2|0|0
901|EIS J033214.85-275456.2| 53.06184 | -27.91560 |G| 81544| 0.272000 |PUN |22.5R|  0.000|10|0|56|5|4|0|0
902|WISEA J033218.55-283006.5| 53.07729 | -28.50178 |G| 81574| 0.272100 |UUN?|20.09|  0.000|1|0|51|8|1|0|0
903|EIS J033224.68-275052.0| 53.10275 | -27.84774 |G| 81544| 0.272000 |SLS |21.7R|  0.000|16|0|57|4|9|0|0
904|S-CANDELS J033225.46-273456.5 | 53.10612 | -27.58231 |G| 81843| 0.273000 |PUN |22.5R|  0.000|6|0|40|3|2|0|0
905|S-CANDELS J033229.05-273822.1 | 53.12103 | -27.63948 |G| 81544| 0.272000 |PUN |23.8R|  0.000|5|0|48|3|2|0|0
906|ACS-GC 90037436| 53.12344 | -27.57785 |G| 81843| 0.273000 |PUN |22.7R|  0.000|8|0|40|4|3|0|0
907|ACS-GC 90033146| 53.13128 | -27.62564 |G| 81843| 0.273000 |PUN |21.6R|  0.000|7|0|46|5|3|0|0
908|EIS J033233.55-274623.5| 53.13992 | -27.77328 |G| 81544| 0.272000 |PUN |21.38|  0.000|21|0|55|4|12|0|0
909|WISEA J033233.62-285037.0| 53.14000 | -28.84390 |UvS| 81574| 0.272100 |SLS |     |  0.000|2|0|26|5|1|0|0
910|ACS-GC 90033094| 53.15449 | -27.62369 |G| 81544| 0.272000 |PUN |20.2R|  0.000|11|0|50|6|3|0|0
911|S-CANDELS J033237.67-275801.2 | 53.15697 | -27.96698 |G| 81544| 0.272000 |PUN |23.1R|  0.000|6|0|49|3|2|0|0
912|UDF:[XPM2007] 08040 NED01| 53.16196 | -27.77390 |G| 81843| 0.273000 |UUN |22.5i|  0.000|1|0|0|1|1|0|0
913|SWIRE J033244.26-275141.3| 53.18408 | -27.86164 |GPair| 81843| 0.273000 |SLS |     |  0.000|10|3|20|5|2|0|0
914|ACS-GC 90044480| 53.19216 | -27.73734 |G| 81843| 0.273000 |PUN |23.6R|  0.000|16|0|65|8|10|0|0
915|GALEXASC J033246.43-275959.7  | 53.19356 | -28.00014 |G| 81843| 0.273000 |PUN |21.7R|  0.000|8|0|45|6|4|0|0
916|UDF:[CBS2006] 59106| 53.19420 | -27.77791 |VisS| 81843| 0.273000 |PUN |28.5V|  0.000|1|0|4|1|1|0|0
917|EIS J033246.87-274033.4| 53.19517 | -27.67589 |G| 81544| 0.272000 |PUN |21.6R|  0.000|9|0|61|6|3|0|0
918|ACS-GC 90017414| 53.24088 | -27.82626 |G| 81544| 0.272000 |PUN |23.9R|  0.000|8|0|59|4|4|0|0
919|S-CANDELS J033302.35-274101.3 | 53.25979 | -27.68369 |G| 81751| 0.272691 |SLS |24.2R|  0.000|6|0|40|3|3|0|0
920|S-CANDELS J033310.31-275503.5 | 53.29300 | -27.91755 |G| 81544| 0.272000 |PUN |24.0R|  0.000|5|0|37|2|2|0|0
921|COMBO-17 59767| 53.29977 | -27.56982 |G| 81843| 0.273000 |PUN |24.4R|  0.000|3|0|26|1|1|0|0
922|S-CANDELS J033314.78-274726.4 | 53.31158 | -27.79062 |G| 81544| 0.272000 |PUN |24.3R|  0.000|5|0|47|3|1|0|0
923|WISEA J033321.57+002915.4| 53.33992 |   0.48767 |G| 81595| 0.272170 |SLS |21.0g|  0.000|1|0|27|4|2|4|0
924|COMBO-17 35555| 53.34412 | -27.78058 |G| 81544| 0.272000 |PUN |24.8R|  0.000|4|0|33|2|1|0|0
925|COMBO-17 24971| 53.34730 | -27.86716 |G| 81544| 0.272000 |PUN |25.4R|  0.000|4|0|34|2|2|0|0
926|GMBCG J053.60179-00.75325| 53.60178 |  -0.75326 |GClstr| 81843| 0.273000 |PUN |     |  0.000|3|0|0|1|2|0|0
927|WISEA J033429.52-303855.1| 53.62313 | -30.64883 |G| 81723| 0.272600 |SUN |19.22|  0.000|1|0|17|4|1|0|0
928|WISEA J033448.89+001139.9| 53.70377 |   0.19439 |G| 81665| 0.272405 |SLS |19.8g|  0.000|1|0|33|5|2|4|0
929|WISEA J033452.55-263143.1| 53.71919 | -26.52848 |G| 81732| 0.272630 |SLS |18.4r|  0.000|1|0|12|3|1|0|0
930|WISEA J033455.90+004140.1| 53.73291 |   0.69447 |G| 81558| 0.272048 |SLS |18.8g|  0.000|16|0|65|13|11|8|0
931|WISEA J033516.56+001048.7| 53.81909 |   0.18018 |G| 81735| 0.272640 |SLS |19.6g|  0.000|1|0|37|6|2|4|0
932|WISEA J033624.88+002923.9| 54.10360 |   0.48997 |G| 81812| 0.272895 |SLS |19.8g|  0.000|2|0|27|4|2|4|0
933|WISEA J033724.06-265419.2| 54.35003 | -26.90551 |G| 81816| 0.272910 |SLS |19.8r|  0.000|1|0|26|6|1|0|0
934|WISEA J033742.82-252209.5| 54.42838 | -25.36931 |G| 81758| 0.272715 |SLS |18.4b|  0.000|1|0|22|4|1|0|0
935|FCSS J033806.7-343227| 54.52781 | -34.54120 |G| 81657| 0.272377 |SUN |20.04|  0.000|3|0|19|4|1|0|0
936|WISEA J033816.88+000506.8| 54.57037 |   0.08526 |G| 81831| 0.272958 |SLS |19.6g|  0.000|2|0|34|7|3|4|0
937|WISEA J033841.92+000956.4| 54.67471 |   0.16562 |G| 81730| 0.272621 |SLS |20.3g|  0.000|1|0|31|6|3|4|0
938|WISEA J034025.03-005012.0| 55.10427 |  -0.83654 |G| 81736| 0.272641 |SLS |20.3g|  0.000|1|0|27|3|1|4|0
939|WISEA J034033.07-063016.8| 55.13782 |  -6.50468 |G| 81818| 0.272914 |SLS |20.14|  0.000|2|0|36|6|1|4|0
940|WISEA J034042.83-070335.6| 55.17852 |  -7.05980 |G| 81821| 0.272924 |SLS |20.0g|  0.000|1|0|33|4|1|4|0
941|WISEA J034122.34-454420.9| 55.34300 | -45.73919 |G| 81702| 0.272528 |UUN?|     |  0.000|1|0|12|2|1|0|0
942|WISEA J034155.78-005012.1| 55.48245 |  -0.83671 |G| 81668| 0.272416 |SLS |20.3g|  0.000|1|0|31|4|1|4|0
943|WISEA J034156.49-063326.0| 55.48544 |  -6.55726 |G| 81709| 0.272552 |SLS |20.25|  0.000|2|0|32|5|1|4|0
944|WISEA J034205.87-005610.4| 55.52451 |  -0.93616 |G| 81648| 0.272349 |SLS |20.2g|  0.000|1|0|27|3|1|4|0
945|SDSS J034253.05+000342.6| 55.72109 |   0.06185 |*| 81817| 0.272913 |SLS |21.8g|  0.000|1|0|5|3|2|4|0
946|WHL J034305.0+403801| 55.77072 |  40.63353 |GClstr| 81723| 0.272600 |PUN |     |  0.000|2|0|0|2|2|0|0
947|WISEA J034413.30-064418.4| 56.05548 |  -6.73847 |G| 81546| 0.272008 |SLS |20.4g|  0.000|1|0|37|5|1|4|0
948|WISEA J034426.50-004148.0| 56.11053 |  -0.69685 |G| 81739| 0.272651 |SLS |21.0g|  0.000|1|0|27|3|1|4|0
949|WISEA J034446.47-463942.6| 56.19379 | -46.66203 |G| 81813| 0.272900 |SUN |19.55|  0.000|0|0|17|4|2|0|0
950|WISEA J034453.86-660833.7| 56.22588 | -66.14244 |G| 81572| 0.272095 |PUN |     |  0.000|2|0|29|4|1|2|0
951|WISEA J034501.85-065338.2| 56.25764 |  -6.89389 |G| 81568| 0.272080 |SLS |18.6r|  0.000|3|0|27|3|2|4|0
952|WISEA J034544.53-065319.3| 56.43558 |  -6.88874 |G| 81739| 0.272651 |SLS |18.3r|  0.000|2|0|33|5|2|4|0
953|WISEA J034615.56-070502.9| 56.56489 |  -7.08416 |G| 81843| 0.272999 |SLS |19.5g|  0.000|2|0|34|6|2|4|0
954|WHL J034615.6-070503| 56.56489 |  -7.08416 |GClstr| 81843| 0.273000 |SUN |     |  0.000|1|0|0|1|2|0|0
955|WHL J034616.7+384832| 56.56938 |  38.80894 |GClstr| 81783| 0.272800 |PUN |     |  0.000|2|0|0|2|2|0|0
956|RCS 02210000798| 56.80141 |  -9.31818 |G| 81544| 0.272000 |PUN |23.2R|  0.000|1|0|0|1|1|0|0
957|RCS 02240001287| 56.82354 | -10.74171 |G| 81544| 0.272000 |PUN |20.6R|  0.000|1|0|0|1|1|0|0
958|RCS 02210604028| 56.83533 |  -9.51097 |G| 81544| 0.272000 |PUN |19.7R|  0.000|1|0|0|1|1|0|0
959|WISEA J034721.29-090707.6| 56.83866 |  -9.11870 |G| 81544| 0.272000 |PUN |18.4R|  0.000|1|0|18|3|1|0|0
960|RCS 02220000675| 56.84205 |  -9.76770 |G| 81544| 0.272000 |PUN |23.1R|  0.000|1|0|0|1|1|0|0
961|WISEA J034723.28-095734.8| 56.84683 |  -9.95938 |G| 81544| 0.272000 |PUN |20.9R|  0.000|1|0|12|2|1|0|0
962|RCS 02200003796| 56.85855 |  -9.00563 |G| 81843| 0.273000 |PUN |21.9R|  0.000|1|0|0|1|1|0|0
963|WHL J034727.7+103413| 56.86555 |  10.57039 |GClstr| 81753| 0.272700 |PUN |     |  0.000|2|0|0|2|2|0|0
964|WISEA J034731.71-100109.0| 56.88200 | -10.01907 |G| 81843| 0.273000 |PUN |19.9R|  0.000|1|0|12|2|1|0|0
965|RCS 02240601510| 56.88456 | -10.99894 |G| 81544| 0.272000 |PUN |22.1R|  0.000|1|0|0|1|1|0|0
966|WISEA J034740.90-085750.7| 56.92038 |  -8.96401 |G| 81843| 0.273000 |PUN |19.4R|  0.000|1|0|12|2|1|0|0
967|RCS 02200102511| 56.92603 |  -8.93786 |G| 81843| 0.273000 |PUN |22.5R|  0.000|1|0|0|1|1|0|0
968|RCS 02240701544| 56.92939 | -10.99678 |G| 81544| 0.272000 |PUN |21.6R|  0.000|1|0|0|1|1|0|0
969|RCS 02200102463| 56.93028 |  -8.93471 |G| 81544| 0.272000 |PUN |22.6R|  0.000|1|0|0|1|1|0|0
970|RCS 02200103028| 56.93198 |  -8.96481 |G| 81544| 0.272000 |PUN |22.4R|  0.000|1|0|0|1|1|0|0
971|RCS 02210102981| 56.93422 |  -9.45229 |G| 81544| 0.272000 |PUN |21.0R|  0.000|1|0|0|1|1|0|0
972|WISEA J034745.40-092459.3| 56.93917 |  -9.41632 |G| 81843| 0.273000 |PUN |20.3R|  0.000|1|0|12|2|1|0|0
973|RCS 02210100756| 56.93967 |  -9.32008 |G| 81843| 0.273000 |PUN |22.5R|  0.000|1|0|0|1|1|0|0
974|WISEA J034746.90-242446.0| 56.94542 | -24.41272 |G| 81630| 0.272288 |SLS |18.4R|  0.000|2|0|18|3|1|0|0
975|WISEA J034747.85-095116.0| 56.94940 |  -9.85437 |G| 81843| 0.273000 |PUN |20.5R|  0.000|1|0|12|2|1|0|0
976|WISEA J034757.84-095644.9| 56.99068 |  -9.94599 |G| 81544| 0.272000 |PUN |20.4R|  0.000|1|0|12|2|1|0|0
977|RCS 02220102816| 57.01156 |  -9.93095 |G| 81544| 0.272000 |PUN |20.5R|  0.000|1|0|0|1|1|0|0
978|RCS 02210102880| 57.03054 |  -9.44680 |G| 81843| 0.273000 |PUN |20.9R|  0.000|1|0|0|1|1|0|0
979|WISEA J034809.60-092027.0| 57.03993 |  -9.34066 |G| 81843| 0.273000 |PUN |19.7R|  0.000|1|0|12|2|1|0|0
980|RCS 02200200974| 57.04673 |  -8.86597 |G| 81843| 0.273000 |PUN |20.9R|  0.000|1|0|0|1|1|0|0
981|RCS 02200804545| 57.04713 |  -9.05433 |G| 81544| 0.272000 |PUN |20.7R|  0.000|1|0|0|1|1|0|0
982|RCS 02240200385| 57.04792 | -10.67679 |G| 81843| 0.273000 |PUN |23.8R|  0.000|1|0|0|1|1|0|0
983|WISEA J034812.84-090604.1| 57.05362 |  -9.10086 |G| 81843| 0.273000 |PUN |20.7R|  0.000|1|0|12|2|1|0|0
984|RCS 02210802613| 57.05838 |  -9.60220 |G| 81544| 0.272000 |PUN |23.5R|  0.000|1|0|0|1|1|0|0
985|RCS 02210802740| 57.06036 |  -9.59490 |G| 81544| 0.272000 |PUN |21.3R|  0.000|1|0|0|1|1|0|0
986|RCS 02220804446| 57.06258 |  -9.97055 |G| 81544| 0.272000 |PUN |20.3R|  0.000|1|0|0|1|1|0|0
987|RCS 02200200586| 57.06780 |  -8.84521 |G| 81843| 0.273000 |PUN |21.0R|  0.000|1|0|0|1|1|0|0
988|WISEA J034820.00-092536.9| 57.08328 |  -9.42682 |G| 81843| 0.273000 |PUN |19.7R|  0.000|1|0|12|2|1|0|0
989|WISEA J034820.21-104228.4| 57.08420 | -10.70786 |G| 81544| 0.272000 |PUN |19.8R|  0.000|1|0|12|2|1|0|0
990|WISEA J034823.67-091009.1| 57.09848 |  -9.16871 |G| 81843| 0.273000 |PUN |20.9R|  0.000|1|0|12|2|1|0|0
991|RCS 02240800685| 57.09956 | -11.05834 |G| 81544| 0.272000 |PUN |22.2R|  0.000|1|0|0|1|1|0|0
992|RCS 02220802011| 57.10902 | -10.10149 |G| 81843| 0.273000 |PUN |23.9R|  0.000|1|0|0|1|1|0|0
993|WISEA J034829.27-095609.0| 57.12180 |  -9.93584 |G| 81843| 0.273000 |PUN |18.8R|  0.000|1|0|18|3|1|0|0
994|RCS 02220801684| 57.12348 | -10.11729 |G| 81843| 0.273000 |PUN |23.3R|  0.000|1|0|0|1|1|0|0
995|WISEA J034830.64-091228.0| 57.12763 |  -9.20760 |G| 81544| 0.272000 |PUN |20.2R|  0.000|1|0|12|2|1|0|0
996|WISEA J034830.89-104458.7| 57.12862 | -10.74959 |G| 81843| 0.273000 |PUN |19.2R|  0.000|1|0|12|2|1|0|0
997|RCS 02210800885| 57.13634 |  -9.69015 |G| 81544| 0.272000 |PUN |20.3R|  0.000|1|0|0|1|1|0|0
998|RCS 02220802797| 57.13952 | -10.05990 |G| 81843| 0.273000 |PUN |22.9R|  0.000|1|0|0|1|1|0|0
999|RCS 02220803073| 57.14712 | -10.04324 |G| 81544| 0.272000 |PUN |21.6R|  0.000|1|0|0|1|1|0|0
1000|RCS 02220801860| 57.14979 | -10.10947 |G| 81544| 0.272000 |PUN |22.2R|  0.000|1|0|0|1|1|0|0
1001|WISEA J034836.63-091316.1| 57.15257 |  -9.22108 |G| 81544| 0.272000 |PUN |19.5R|  0.000|1|0|12|2|1|0|0
1002|WISEA J034838.11-100744.7| 57.15864 | -10.12898 |G| 81843| 0.273000 |PUN |18.6R|  0.000|1|0|17|3|1|0|0
1003|RCS 02210900414| 57.16492 |  -9.71273 |G| 81544| 0.272000 |PUN |23.6R|  0.000|1|0|0|1|1|0|0
1004|RCS 02240900452| 57.16911 | -11.07595 |G| 81544| 0.272000 |PUN |21.6R|  0.000|1|0|0|1|1|0|0
1005|RCS 02200302315| 57.17128 |  -8.90911 |G| 81544| 0.272000 |PUN |21.9R|  0.000|1|0|0|1|1|0|0
1006|WISEA J034845.28-104558.1| 57.18863 | -10.76606 |G| 81544| 0.272000 |PUN |18.5R|  0.000|1|0|12|2|1|0|0
1007|WISEA J034845.64-105931.5| 57.18993 | -10.99200 |G| 81544| 0.272000 |PUN |20.0R|  0.000|1|0|12|2|1|0|0
1008|RCS 02220304254| 57.20867 |  -9.94692 |G| 81843| 0.273000 |PUN |20.1R|  0.000|1|0|0|1|1|0|0
1009|RCS 02200305330| 57.21382 |  -9.03927 |G| 81843| 0.273000 |PUN |20.7R|  0.000|1|0|0|1|1|0|0
1010|RCS 02220301758| 57.21444 |  -9.81754 |G| 81544| 0.272000 |PUN |21.8R|  0.000|1|0|0|1|1|0|0
1011|RCS 02210900912| 57.24077 |  -9.68683 |G| 81544| 0.272000 |PUN |21.9R|  0.000|1|0|0|1|1|0|0
1012|RCS 02210302474| 57.25056 |  -9.40593 |G| 81843| 0.273000 |PUN |20.9R|  0.000|1|0|0|1|1|0|0
1013|RCS 02240902942| 57.25251 | -10.89074 |G| 81843| 0.273000 |PUN |22.5R|  0.000|1|0|0|1|1|0|0
1014|RCS 02240902893| 57.26151 | -10.89427 |G| 81843| 0.273000 |PUN |22.3R|  0.000|1|0|0|1|1|0|0
1015|WISEA J034904.16-104328.3| 57.26724 | -10.72451 |G| 81544| 0.272000 |PUN |19.3R|  0.000|1|0|12|2|1|0|0
1016|RCS 02240400902| 57.28002 | -10.72313 |G| 81843| 0.273000 |PUN |20.3R|  0.000|1|0|0|1|1|0|0
1017|WISEA J034907.71-092106.1| 57.28194 |  -9.35163 |G| 81544| 0.272000 |PUN |19.9R|  0.000|1|0|12|2|1|0|0
1018|RCS 02240400370| 57.28366 | -10.67924 |G| 81843| 0.273000 |PUN |21.6R|  0.000|1|0|0|1|1|0|0
1019|RCS 02201001713| 57.29808 |  -9.19388 |G| 81544| 0.272000 |PUN |20.7R|  0.000|1|0|0|1|1|0|0
1020|RCS 02211002778| 57.30056 |  -9.59176 |G| 81843| 0.273000 |PUN |21.4R|  0.000|1|0|0|1|1|0|0
1021|RCS 02241000585| 57.30159 | -11.06452 |G| 81843| 0.273000 |PUN |23.6R|  0.000|1|0|0|1|1|0|0
1022|WISEA J034915.38-092509.3| 57.31399 |  -9.41917 |G| 81843| 0.273000 |PUN |19.9R|  0.000|1|0|12|2|1|0|0
1023|RCS 02201000114| 57.31531 |  -9.27326 |G| 81843| 0.273000 |PUN |21.0R|  0.000|1|0|0|1|1|0|0
1024|WISEA J034924.05-092852.7| 57.35019 |  -9.48152 |G| 81843| 0.273000 |PUN |20.32|  0.000|1|0|13|3|1|0|0
1025|RCS 02211000399| 57.35514 |  -9.71604 |G| 81544| 0.272000 |PUN |23.6R|  0.000|1|0|0|1|1|0|0
1026|RCS 02210402547| 57.36228 |  -9.41700 |G| 81843| 0.273000 |PUN |20.6R|  0.000|1|0|0|1|1|0|0
1027|RCS 02201002380| 57.36303 |  -9.15849 |G| 81843| 0.273000 |PUN |22.5R|  0.000|1|0|0|1|1|0|0
1028|RCS 02241000706| 57.37096 | -11.05482 |G| 81843| 0.273000 |PUN |22.0R|  0.000|1|0|0|1|1|0|0
1029|WISEA J034929.79-092011.6| 57.37412 |  -9.33658 |G| 81843| 0.273000 |PUN |19.6R|  0.000|1|0|12|2|1|0|0
1030|RCS 02240400766| 57.37827 | -10.71490 |G| 81544| 0.272000 |PUN |21.5R|  0.000|1|0|0|1|1|0|0
1031|RCS 02241101492| 57.42328 | -11.01607 |G| 81843| 0.273000 |PUN |23.1R|  0.000|1|0|0|1|1|0|0
1032|WISEA J034944.59-105304.8| 57.43550 | -10.88424 |G| 81544| 0.272000 |PUN |21.9R|  0.000|1|0|12|2|1|0|0
1033|RCS 02201100144| 57.45670 |  -9.27139 |G| 81544| 0.272000 |PUN |22.1R|  0.000|1|0|0|1|1|0|0
1034|RCS 02221103318| 57.46263 | -10.01825 |G| 81843| 0.273000 |PUN |22.0R|  0.000|1|0|0|1|1|0|0
1035|RCS 02240501245| 57.46988 | -10.74596 |G| 81843| 0.273000 |PUN |22.1R|  0.000|1|0|0|1|1|0|0
1036|RCS 02220500598| 57.49539 |  -9.75830 |G| 81544| 0.272000 |PUN |23.8R|  0.000|1|0|0|1|1|0|0
1037|RCS 02120601926| 57.51817 | -10.05714 |G| 81544| 0.272000 |PUN |22.9R|  0.000|1|0|0|1|1|0|0
1038|RCS 02130003283| 57.53173 | -10.41763 |G| 81544| 0.272000 |PUN |22.9R|  0.000|1|0|0|1|1|0|0
1039|RCS 02110601814| 57.53314 |  -9.58176 |G| 81544| 0.272000 |PUN |20.1R|  0.000|1|0|0|1|1|0|0
1040|RCS 02120001673| 57.53337 |  -9.85658 |G| 81544| 0.272000 |PUN |23.6R|  0.000|1|0|0|1|1|0|0
1041|RCS 02110000676| 57.57124 |  -9.33186 |G| 81544| 0.272000 |PUN |23.6R|  0.000|1|0|0|1|1|0|0
1042|RCS 02110600790| 57.57388 |  -9.67583 |G| 81843| 0.273000 |PUN |23.7R|  0.000|1|0|0|1|1|0|0
1043|WISEA J035023.24-104649.9| 57.59682 | -10.78043 |G| 81544| 0.272000 |PUN |19.0R|  0.000|1|0|16|3|1|0|0
1044|RCS 02120600511| 57.60333 | -10.16108 |G| 81544| 0.272000 |PUN |21.8R|  0.000|1|0|0|1|1|0|0
1045|RCS 02140101467| 57.61218 | -10.77684 |G| 81544| 0.272000 |PUN |19.8R|  0.000|1|0|0|1|1|0|0
1046|RCS 02120100870| 57.62022 |  -9.78791 |G| 81843| 0.273000 |PUN |22.2R|  0.000|1|0|0|1|1|0|0
