

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is funded by the National Aeronautics and Space Administration.
and operated by the California Institute of Technology.


queryDateTime:2023-07-24T23:33:28PDT



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA|DEC|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Separation|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
179|[BOL2016] COS910-1|150.12642 |   2.38378 |G|2890000| 9.640000 |PUN |     |  0.000|5|0|0|4|4|0|0
180|REBELS 24|150.13288 |   1.96394 |G|2815052| 9.390000 |PUN |     |  0.000|4|0|0|3|3|0|0
181|[JDL2018] 85002134|150.24795 |   2.38802 |IrS|2997925|10.000000 |PSE |     |  0.000|1|0|0|1|1|0|0
182|[JDL2018] 85005253|150.41618 |   1.90769 |IrS|2578216| 8.600000 |PSE |     |  0.000|1|0|0|1|1|0|0
183|[JDL2018] 85005277|150.57793 |   1.93306 |IrS|2997925|10.000000 |PSE |     |  0.000|1|0|0|1|1|0|0
184|[RMT2022] 1014-0423_0166|153.50680 |  -4.37760 |G|2964948| 9.890000 |PUN |     |  0.000|1|0|0|1|1|0|0
185|[RMT2022] 1017-2052_0310|154.34210 | -20.86970 |G|2431317| 8.110000 |PUN |     |  0.000|1|0|0|1|1|0|0
186|[RMT2022] 1031+5052_0602|157.65260 |  50.87370 |G|3165809|10.560000 |PUN |     |  0.000|1|0|0|1|1|0|0
187|[RMT2022] 1048+1518_0072|161.97720 |  15.28520 |G|2431317| 8.110000 |PUN |     |  0.000|1|0|0|1|1|0|0
188|BoRG 1103-2330_1180|165.78816 | -23.49908 |IrS|2485280| 8.290000 |PUN |     |  0.000|2|0|1|2|1|0|0
189|[RMT2022] 1115+2548_0455|168.66200 |  25.80070 |G|2512261| 8.380000 |PUN |     |  0.000|1|0|0|1|1|0|0
190|MACS J1115+0129:[BBZ2014] JD1 |168.97708 |   1.49664 |Q_Lens|2878008| 9.600000 |PUN |     |  0.000|3|0|0|2|2|0|0
191|[MMD2016] M1115-09-1|168.97854 |   1.49099 |G|2728112| 9.100000 |PUN |     |  0.000|1|0|0|1|1|0|0
192|[RMT2022] 1142+2647_1280|175.49860 |  26.78070 |G|3645477|12.160000 |PUN |     |  0.000|1|0|0|1|1|0|0
193|[RMT2022] 1142+3020_0067|175.64060 |  30.30280 |G|2934969| 9.790000 |PUN |     |  0.000|1|0|0|1|1|0|0
194|[RMT2022] 1149+2202_0343|177.15840 |  22.02210 |G|2512261| 8.380000 |PUN |     |  0.000|1|0|0|1|1|0|0
195|[PCB2012] 4915|177.36522 |  22.39915 |G|2993128| 9.984000 |PUN |27.72|  0.000|1|0|6|1|1|0|0
196|[PCB2012] 5508|177.36633 |  22.39521 |G|2931071| 9.777000 |PUN |26.63|  0.000|1|0|6|1|1|0|0
197|[PCB2012] 7262|177.37186 |  22.38146 |G|2643270| 8.817000 |PUN |     |  0.000|1|0|6|1|1|0|0
198|[PCB2012] 8836|177.37577 |  22.36902 |G|2750896| 9.176000 |PUN |28.15|  0.000|1|0|3|1|1|0|0
199|[PCB2012] 9410|177.37848 |  22.36542 |G|2541041| 8.476000 |PUN |28.77|  0.000|1|0|3|1|1|0|0
200|[PCB2012] 9439|177.38313 |  22.36635 |G|2539242| 8.470000 |PUN |31.90|  0.000|1|0|3|1|1|0|0
201|[PCB2012] 9219|177.38337 |  22.36652 |G|2866916| 9.563000 |PUN |27.54|  0.000|1|0|5|1|1|0|0
202|[PCB2012] 9132|177.38528 |  22.36679 |G|2556331| 8.527000 |PUN |23.42|  0.000|1|0|3|1|1|0|0
203|[PCB2012] 9153|177.38548 |  22.36688 |G|2892698| 9.649000 |PUN |24.15|  0.000|1|0|5|1|1|0|0
204|[PCB2012] 9178|177.38568 |  22.36682 |G|2551534| 8.511000 |PUN |28.36|  0.000|1|0|3|1|1|0|0
205|[PCB2012] 9099|177.38733 |  22.36727 |G|2763187| 9.217000 |PUN |28.24|  0.000|1|0|5|1|1|0|0
206|[PCB2012] 9028|177.38949 |  22.36758 |G|2528150| 8.433000 |PUN |28.14|  0.000|1|0|3|1|1|0|0
207|[PCB2012] 3020|177.38993 |  22.41272 |G|2730990| 9.109600 |SUN |26.8J|  0.000|32|0|19|13|16|0|0
208|[KOI2016] HFF4C-3373-4483|177.39055 |  22.41342 |G|2593205| 8.650000 |PUN |     |  0.000|5|0|2|5|5|0|0
209|[PCB2012] 9334|177.39101 |  22.36592 |G|2893897| 9.653000 |PUN |25.48|  0.000|1|0|4|1|1|0|0
210|[PCB2012] 9450|177.39175 |  22.36500 |G|2893897| 9.653000 |PUN |25.65|  0.000|1|0|4|1|1|0|0
211|[PCB2012] 9341|177.39241 |  22.36584 |G|2918480| 9.735000 |PUN |28.92|  0.000|1|0|5|1|1|0|0
212|[PCB2012] 9499|177.39244 |  22.36408 |G|2550035| 8.506000 |PUN |28.24|  0.000|1|0|4|1|1|0|0
213|[PCB2012] 9321|177.39328 |  22.36589 |G|2869614| 9.572000 |PUN |27.26|  0.000|1|0|5|1|1|0|0
214|[PCB2012] 9564|177.39337 |  22.36280 |G|2756592| 9.195000 |PUN |27.20|  0.000|1|0|4|1|1|0|0
215|[PCB2012] 9605|177.39409 |  22.36195 |G|2749697| 9.172000 |PUN |28.19|  0.000|1|0|4|1|1|0|0
216|[ZZI2017] 4267|177.39453 |  22.38231 |G|2488278| 8.300000 |PUN |     |  0.000|2|0|0|2|1|0|0
217|[PCB2012] 9549|177.39466 |  22.36325 |G|2521555| 8.411000 |PUN |29.59|  0.000|1|0|4|1|1|0|0
218|[PCB2012] 9629|177.39467 |  22.36114 |G|2764087| 9.220000 |PUN |27.56|  0.000|1|0|4|1|1|0|0
219|[PCB2012] 9429|177.39522 |  22.36529 |G|2601000| 8.676000 |PUN |26.77|  0.000|1|0|4|1|1|0|0
220|[PCB2012] 9653|177.39732 |  22.36034 |G|2736806| 9.129000 |PUN |29.34|  0.000|1|0|4|1|1|0|0
221|[PCB2012] 9623|177.39837 |  22.36145 |G|2736506| 9.128000 |PUN |27.70|  0.000|1|0|4|1|1|0|0
222|[PCB2012] 9073|177.39863 |  22.36739 |G|2924476| 9.755000 |PUN |28.87|  0.000|1|0|5|1|1|0|0
223|[PCB2012] 9602|177.39948 |  22.36203 |G|2994627| 9.989000 |PUN |28.96|  0.000|1|0|4|1|1|0|0
224|[PCB2012] 9568|177.40033 |  22.36274 |G|2892998| 9.650000 |PUN |24.63|  0.000|1|0|4|1|1|0|0
225|MACS J1149+2223:[KOI2016] 38.1|177.40072 |  22.39241 |IrS|2515259| 8.390000 |MUN |     |  0.000|1|0|0|1|1|0|0
226|[KOI2016] HFF4C-3617-3327|177.40073 |  22.39242 |G|2533247| 8.450000 |PUN |     |  0.000|4|0|2|4|4|0|0
227|[PCB2012] 9572|177.40133 |  22.36348 |G|2894197| 9.654000 |PUN |25.26|  0.000|1|0|4|1|1|0|0
228|[PCB2012] 9513|177.40146 |  22.36386 |G|2537444| 8.464000 |PUN |27.29|  0.000|1|0|4|1|1|0|0
229|[PCB2012] 0271|177.40166 |  22.43733 |G|2901092| 9.677000 |PUN |25.86|  0.000|1|0|4|1|1|0|0
230|[PCB2012] 9515|177.40170 |  22.36377 |G|2535945| 8.459000 |PUN |27.74|  0.000|1|0|4|1|1|0|0
231|[PCB2012] 9498|177.40193 |  22.36410 |G|2542840| 8.482000 |PUN |28.62|  0.000|1|0|4|1|1|0|0
232|[PCB2012] 9378|177.40252 |  22.36464 |G|2756892| 9.196000 |PUN |26.69|  0.000|1|0|4|1|1|0|0
233|[PCB2012] 9381|177.40261 |  22.36470 |G|2749997| 9.173000 |PUN |26.25|  0.000|1|0|4|1|1|0|0
234|[PCB2012] 0283|177.40287 |  22.43811 |G|2736806| 9.129000 |PUN |28.43|  0.000|1|0|4|1|1|0|0
235|[PCB2012] 9386|177.40377 |  22.36560 |G|2743701| 9.152000 |PUN |27.20|  0.000|1|0|4|1|1|0|0
236|[PCB2012] 0451|177.40383 |  22.43476 |G|2556331| 8.527000 |PUN |27.91|  0.000|1|0|4|1|1|0|0
237|[PCB2012] 9402|177.40384 |  22.36543 |G|2757192| 9.197000 |PUN |26.51|  0.000|1|0|4|1|1|0|0
238|[PCB2012] 0339|177.40403 |  22.43623 |G|2575817| 8.592000 |PUN |28.54|  0.000|1|0|4|1|1|0|0
239|[PCB2012] 0121|177.40488 |  22.43984 |G|2563825| 8.552000 |PUN |28.27|  0.000|1|0|4|1|1|0|0
240|[MMD2016] HFF4P-09-1|177.40554 |  22.29315 |G|2728112| 9.100000 |PUN |     |  0.000|2|0|0|2|2|0|0
241|[PCB2012] 0094|177.40570 |  22.44036 |G|2757491| 9.198000 |PUN |26.36|  0.000|1|0|4|1|1|0|0
242|[PCB2012] 0213|177.40584 |  22.43807 |G|2754194| 9.187000 |PUN |27.08|  0.000|1|0|4|1|1|0|0
243|[IKO2018] HFF4P-3745-6484|177.40606 |  22.28011 |G|2518257| 8.400000 |PUN |     |  0.000|2|0|0|2|2|0|0
244|[PCB2012] 0022|177.40679 |  22.44142 |G|2887302| 9.631000 |PUN |25.03|  0.000|1|0|3|1|1|0|0
245|[PCB2012] 0024|177.40720 |  22.44162 |G|2756292| 9.194000 |PUN |25.76|  0.000|1|0|4|1|1|0|0
246|[PCB2012] 0025|177.40730 |  22.44182 |G|2942763| 9.816000 |PUN |27.24|  0.000|1|0|4|1|1|0|0
247|[PCB2012] 0043|177.40754 |  22.44134 |G|2911285| 9.711000 |PUN |24.64|  0.000|2|0|8|2|1|0|0
248|[PCB2012] 0252|177.41055 |  22.43760 |G|2895096| 9.657000 |PUN |23.99|  0.000|1|0|4|1|1|0|0
249|[PCB2012] 0922|177.41127 |  22.42956 |G|2773980| 9.253000 |PUN |25.86|  0.000|1|0|5|1|1|0|0
250|[PCB2012] 0306|177.41136 |  22.43673 |G|2900492| 9.675000 |PUN |26.21|  0.000|1|0|4|1|1|0|0
251|[PCB2012] 0322|177.41152 |  22.43653 |G|2911585| 9.712000 |PUN |24.73|  0.000|1|0|4|1|1|0|0
252|[PCB2012] 0805|177.41608 |  22.43069 |G|2736506| 9.128000 |PUN |26.89|  0.000|1|0|4|1|1|0|0
253|[PCB2012] 0806|177.41615 |  22.43065 |G|2891499| 9.645000 |PUN |24.85|  0.000|1|0|5|1|1|0|0
254|[PCB2012] 0815|177.41624 |  22.43072 |G|2735007| 9.123000 |PUN |28.13|  0.000|1|0|3|1|1|0|0
255|[MMD2016] HFF4P-10-1|177.41646 |  22.29354 |G|2771582| 9.245000 |PST |     |  0.000|5|0|0|5|5|0|0
256|[KOI2016] HFF4C-4024-4492|177.41770 |  22.41369 |G|2518257| 8.400000 |PUN |     |  0.000|5|0|5|5|5|0|0
257|[PCB2012] 0735|177.41922 |  22.43119 |G|2538943| 8.469000 |PUN |22.86|  0.000|1|0|3|1|1|0|0
258|[PCB2012] 0738|177.41974 |  22.43130 |G|2485879| 8.292000 |PUN |26.16|  0.000|2|0|8|2|1|0|0
259|[PCB2012] 0760|177.42007 |  22.43157 |G|2497272| 8.330000 |PUN |27.72|  0.000|1|0|3|1|1|0|0
260|[PCB2012] 0707|177.42075 |  22.43166 |G|2553333| 8.517000 |PUN |24.41|  0.000|1|0|3|1|1|0|0
261|[ZZI2017] 1587|177.42131 |  22.30224 |G|2638174| 8.800000 |PUN |     |  0.000|1|0|0|1|1|0|0
262|[PCB2012] 0595|177.42564 |  22.43262 |G|2650166| 8.840000 |PUN |26.40|  0.000|1|0|3|1|1|0|0
263|[PCB2012] 8139|177.42613 |  22.37462 |G|2927174| 9.764000 |PUN |25.76|  0.000|1|0|5|1|1|0|0
264|[PCB2012] 0543|177.42723 |  22.43287 |G|2512561| 8.381000 |PUN |26.60|  0.000|1|0|3|1|1|0|0
265|[PCB2012] 8115|177.42754 |  22.37483 |G|2736206| 9.127000 |PUN |26.38|  0.000|1|0|3|1|1|0|0
266|[PCB2012] 0548|177.42788 |  22.43302 |G|2924776| 9.756000 |PUN |27.04|  0.000|1|0|3|1|1|0|0
267|[PCB2012] 8083|177.42796 |  22.37496 |G|2754793| 9.189000 |PUN |27.79|  0.000|1|0|5|1|1|0|0
268|[PCB2012] 8088|177.42814 |  22.37500 |G|2910685| 9.709000 |PUN |28.07|  0.000|1|0|5|1|1|0|0
269|[PCB2012] 8307|177.42844 |  22.37508 |G|2566823| 8.562000 |PUN |28.32|  0.000|1|0|5|1|1|0|0
270|[PCB2012] 8063|177.42928 |  22.37525 |G|2911885| 9.713000 |PUN |28.85|  0.000|1|0|5|1|1|0|0
271|[PCB2012] 7919|177.43363 |  22.37608 |G|2911585| 9.712000 |PUN |28.28|  0.000|1|0|5|1|1|0|0
272|[PCB2012] 7905|177.43477 |  22.37625 |G|2750896| 9.176000 |PUN |28.31|  0.000|1|0|5|1|1|0|0
273|[PCB2012] 7909|177.43492 |  22.37625 |G|2735307| 9.124000 |PUN |29.23|  0.000|1|0|3|1|1|0|0
274|[PCB2012] 7830|177.43520 |  22.37631 |G|2736806| 9.129000 |PUN |26.86|  0.000|1|0|3|1|1|0|0
275|[PCB2012] 6204|177.43538 |  22.38985 |G|2529649| 8.438000 |PUN |22.44|  0.000|1|0|4|1|1|0|0
276|[PCB2012] 6175|177.43597 |  22.39000 |G|2892998| 9.650000 |PUN |24.61|  0.000|1|0|4|1|1|0|0
277|[PCB2012] 5111|177.43601 |  22.39779 |G|2648067| 8.833000 |PUN |26.67|  0.000|1|0|5|1|1|0|0
278|[PCB2012] 6056|177.43693 |  22.39084 |G|2530848| 8.442000 |PUN |23.20|  0.000|1|0|4|1|1|0|0
279|[PCB2012] 4728|177.43721 |  22.40035 |G|2720917| 9.076000 |PUN |27.49|  0.000|1|0|5|1|1|0|0
280|[PCB2012] 5940|177.43830 |  22.39187 |G|2557230| 8.530000 |PUN |25.29|  0.000|1|0|4|1|1|0|0
281|[PCB2012] 4703|177.44033 |  22.40066 |G|2550335| 8.507000 |PUN |24.14|  0.000|1|0|4|1|1|0|0
282|[PCB2012] 5495|177.44057 |  22.39369 |G|2632778| 8.782000 |PUN |23.20|  0.000|1|0|4|1|1|0|0
283|[PCB2012] 5474|177.44085 |  22.39368 |G|2749997| 9.173000 |PUN |24.10|  0.000|1|0|2|1|1|0|0
284|[PCB2012] 5480|177.44098 |  22.39378 |G|2758091| 9.200000 |PUN |23.73|  0.000|2|0|6|2|1|0|0
285|[PCB2012] 4920|177.44151 |  22.39913 |G|2894497| 9.655000 |PUN |25.52|  0.000|1|0|4|1|1|0|0
286|[PCB2012] 5006|177.44197 |  22.39854 |G|2894197| 9.654000 |PUN |26.76|  0.000|1|0|4|1|1|0|0
287|[PCB2012] 5021|177.44211 |  22.39842 |G|2893597| 9.652000 |PUN |25.44|  0.000|1|0|4|1|1|0|0
288|[PCB2012] 5524|177.44233 |  22.39509 |G|2545538| 8.491000 |PUN |30.95|  0.000|1|0|4|1|1|0|0
289|[PCB2012] 5485|177.44264 |  22.39537 |G|2756592| 9.195000 |PUN |26.22|  0.000|1|0|4|1|1|0|0
290|[PCB2012] 5487|177.44270 |  22.39519 |G|2536844| 8.462000 |PUN |22.80|  0.000|1|0|4|1|1|0|0
291|[PCB2012] 5129|177.44275 |  22.39768 |G|2735007| 9.123000 |PUN |30.42|  0.000|1|0|4|1|1|0|0
292|[RMT2022] 1206-0852_0423|181.59620 |  -8.87910 |G|2964948| 9.890000 |PUN |     |  0.000|1|0|0|1|1|0|0
293|BoRG 1209+4543_1696|182.38590 |  45.72500 |G|2578216| 8.600000 |PUN |     |  0.000|1|0|0|1|1|0|0
294|GNW J-604094296|189.01704 |  62.24156 |IrS|2848029| 9.500000 |PUN |     |  0.000|9|0|1|5|5|0|0
295|HRG14 J123610.83+621516.3|189.04513 |  62.25452 |IrS|2500269| 8.340000 |PUN |     |  0.000|1|0|0|1|1|0|0
296|[BIO2015] GNDY 6120615297|189.05025 |  62.25825 |G|2404336| 8.020000 |PUN |     |  0.000|1|0|1|1|1|0|0
297|[BIO2015] GNDY 6184315491|189.07679 |  62.26364 |G|2404336| 8.020000 |PUN |     |  0.000|1|0|1|1|1|0|0
298|[BIO2015] GNWY 6200412096|189.08350 |  62.20267 |G|2404336| 8.020000 |PUN |     |  0.000|1|0|1|1|1|0|0
299|GND J-625464314|189.10612 |  62.24217 |G|3284826|10.957000 |S1L |25.8H|  0.000|22|0|1|10|9|0|0
300|HRG14 J123629.06+621640.1|189.12109 |  62.27780 |IrS|2428319| 8.100000 |PUN |     |  0.000|1|0|0|1|1|0|0
301|[BIO2015] GNDY 6406511211|189.16938 |  62.18919 |G|2542240| 8.480000 |PUN |     |  0.000|1|0|1|1|1|0|0
302|[BIO2015] GNDY 6476418001|189.19850 |  62.30003 |G|2431317| 8.110000 |PUN |     |  0.000|1|0|1|1|1|0|0
303|[BIO2015] GNDY 6480018111|189.20000 |  62.30308 |G|2458298| 8.200000 |PUN |     |  0.000|1|0|1|1|1|0|0
304|HRG14 J123648.75+620838.2|189.20311 |  62.14394 |IrS|2413330| 8.050000 |PUN |     |  0.000|1|0|0|1|1|0|0
305|[BIO2015] GNDY 6492618415|189.20525 |  62.31153 |G|2512261| 8.380000 |PUN |     |  0.000|1|0|1|1|1|0|0
306|[BIO2015] GNDY 6507310134|189.21138 |  62.17039 |G|2485280| 8.290000 |PUN |     |  0.000|1|0|1|1|1|0|0
307|GND J-652258424|189.21768 |  62.31188 |IrS|2758091| 9.200000 |PUN |26.3H|  0.000|7|0|0|4|3|0|0
308|S-CANDELS J123654.28+621816.6 |189.22614 |  62.30448 |IrS|2428319| 8.100000 |PUN |     |  0.000|3|0|23|4|2|0|0
309|HRG14 J123704.80+621718.8|189.27002 |  62.28856 |IrS|2428319| 8.100000 |PUN |     |  0.000|2|0|0|1|1|0|0
310|[BIO2015] GNDY 7059012382|189.27458 |  62.21061 |G|2404336| 8.020000 |PUN |     |  0.000|1|0|1|1|1|0|0
311|[BIO2015] GNDY 7120113385|189.30004 |  62.22736 |G|2404336| 8.020000 |PUN |     |  0.000|1|0|1|1|1|0|0
312|[BIO2015] GNDY 7120316495|189.30013 |  62.28042 |G|2404336| 8.020000 |PUN |     |  0.000|1|0|1|1|1|0|0
313|[BIO2015] GNDY 7121816321|189.30075 |  62.27558 |G|2431317| 8.110000 |PUN |     |  0.000|1|0|1|1|1|0|0
314|S-CANDELS J123714.39+621815.8 |189.30997 |  62.30440 |IrS|2401338| 8.010000 |PUN |     |  0.000|2|0|14|2|1|0|0
315|S-CANDELS J123716.39+621458.7 |189.31833 |  62.24967 |VisS|2458298| 8.200000 |PUN |27.2U|  0.000|5|0|23|5|5|0|0
316|[BIO2015] GNWY 7183521367|189.32646 |  62.36019 |G|2431317| 8.110000 |PUN |     |  0.000|1|0|1|1|1|0|0
317|[BIO2015] GNDY 7193611417|189.33067 |  62.19492 |G|2431317| 8.110000 |PUN |     |  0.000|1|0|1|1|1|0|0
318|HRG14 J123719.37+621141.4|189.33070 |  62.19485 |IrS|2419325| 8.070000 |PUN |     |  0.000|1|0|0|1|1|0|0
319|[BIO2015] GNDY 7194815430|189.33117 |  62.26194 |G|2512261| 8.380000 |PUN |     |  0.000|1|0|1|1|1|0|0
320|GND J-722744224|189.34475 |  62.23956 |IrS|2967946| 9.900000 |PUN |     |  0.000|8|0|1|5|5|0|0
321|[BIO2015] GNDY 7233812360|189.34742 |  62.21000 |G|2512261| 8.380000 |PUN |     |  0.000|1|0|1|1|1|0|0
322|[BIO2015] GNWY 7297120113|189.37379 |  62.33647 |G|2404336| 8.020000 |PUN |     |  0.000|1|0|1|1|1|0|0
323|[RMT2022] 1237+2544_0806|189.37490 |  25.74270 |G|3645477|12.160000 |PUN |     |  0.000|1|0|0|1|1|0|0
324|[BIO2015] GNWY 7379420231|189.40808 |  62.33975 |G|2485280| 8.290000 |PUN |     |  0.000|2|0|1|1|1|0|0
325|[MMD2016] M1311-09-1|197.74979 |  -3.17676 |G|2668153| 8.900000 |PUN |     |  0.000|1|0|0|1|1|0|0
326|ABELL 1689:[SER2007] c3|197.86846 |  -1.32903 |G|2803060| 9.350000 |S1L |     |  0.000|1|0|1|1|1|0|0
327|ABELL 1689:[SER2007] c2|197.88025 |  -1.34161 |G|2593205| 8.650000 |S1L |     |  0.000|2|0|1|2|1|0|0
328|ABELL 1689:[SER2007] c1|197.88271 |  -1.34444 |G|3066877|10.230000 |S1L |     |  0.000|1|0|1|1|1|0|0
329|ABELL 1703:[BBZ2012] zD7|198.75529 |  51.83501 |G|2638174| 8.800000 |PUN |26.8J|  0.000|3|0|5|1|2|0|0
330|ABELL 1703:[BBZ2012] zD4|198.77995 |  51.83988 |VisS|2518257| 8.400000 |P1L |25.5J|  0.000|3|0|5|3|3|0|0
331|ABELL 1835:[PSR2004] 1916|210.25025 |   2.87892 |G|2998450|10.001750 |S1L |23.4K|  0.000|6|0|11|1|1|0|7
332|GRB 090429B HOST|210.66708 |  32.17072 |G|2812054| 9.380000 |PUN |     |  0.000|36|0|0|3|3|0|0
333|[RMT2022] 1413+0918_1405|213.20920 |   9.30070 |G|3165809|10.560000 |PUN |     |  0.000|1|0|0|1|1|0|0
334|[RMT2022] 1416+1638_0150|213.99680 |  16.61340 |G|2431317| 8.110000 |PUN |     |  0.000|1|0|0|1|1|0|0
335|CANDELS J141822.35+524254.1|214.59314 |  52.71503 |G|2909786| 9.706000 |PUN |     |  0.000|1|0|0|1|1|0|0
336|CANDELS J141829.81+524410.3|214.62423 |  52.73622 |G|2818649| 9.402000 |PUN |     |  0.000|1|0|0|1|1|0|0
337|CANDELS J141832.79+524233.0|214.63666 |  52.70919 |G|2872012| 9.580000 |PUN |     |  0.000|1|0|0|1|1|0|0
338|CANDELS J141835.05+524620.7|214.64600 |  52.77239 |IrS|2564725| 8.555000 |PUN |23.6L|  0.000|2|0|8|3|1|0|0
339|CANDELS J141837.06+524337.4|214.65446 |  52.72707 |G|2873811| 9.586000 |PUN |     |  0.000|1|0|0|1|1|0|0
340|CANDELS J141837.13+524236.2|214.65472 |  52.71007 |G|2583312| 8.617000 |PUN |     |  0.000|1|0|0|1|1|0|0
341|CANDELS J141844.96+524518.3|214.68737 |  52.75508 |G|2640273| 8.807000 |PUN |     |  0.000|1|0|0|1|1|0|0
342|CANDELS J141846.25+524337.0|214.69274 |  52.72696 |G|2836936| 9.463000 |PUN |     |  0.000|1|0|0|1|1|0|0
343|CANDELS J141848.66+524152.1|214.70277 |  52.69781 |G|2932270| 9.781000 |PUN |     |  0.000|1|0|0|1|1|0|0
344|CANDELS J141849.81+524710.3|214.70758 |  52.78621 |G|2526351| 8.427000 |PUN |     |  0.000|1|0|0|1|1|0|0
345|CANDELS J141850.85+524159.1|214.71191 |  52.69976 |G|2859121| 9.537000 |PUN |     |  0.000|1|0|0|1|1|0|0
346|CANDELS J141859.87+524601.8|214.74950 |  52.76718 |G|2776378| 9.261000 |PUN |     |  0.000|1|0|0|1|1|0|0
347|CANDELS J141904.00+524229.7|214.76669 |  52.70828 |G|2965248| 9.891000 |PUN |     |  0.000|1|0|0|1|1|0|0
348|CANDELS J141904.46+525123.9|214.76861 |  52.85666 |G|2439112| 8.136000 |PUN |     |  0.000|1|0|0|1|1|0|0
349|CANDELS J141905.74+524632.1|214.77412 |  52.77539 |IrS|2771282| 9.244000 |PUN |21.7L|  0.000|2|0|0|2|1|0|0
350|CANDELS J141911.92+524733.0|214.79967 |  52.79250 |G|2797364| 9.331000 |PUN |     |  0.000|1|0|0|1|1|0|0
351|CANDELS J141912.89+525105.7|214.80371 |  52.85160 |G|2408233| 8.033000 |PUN |     |  0.000|1|0|0|1|1|0|0
352|CANDELS J141913.83+525044.6|214.80782 |  52.84565 |IrS|2802460| 9.348000 |PUN |     |  0.000|3|0|11|3|2|0|0
353|CANDELS J141914.16+525018.3|214.80904 |  52.83843 |G|2746099| 9.160000 |PUN |     |  0.000|3|0|0|3|3|0|0
354|CANDELS J141918.67+524807.2|214.82782 |  52.80203 |G|2876509| 9.595000 |PUN |     |  0.000|1|0|0|1|1|0|0
355|CANDELS J141922.59+525413.5|214.84414 |  52.90376 |G|2552733| 8.515000 |PUN |     |  0.000|1|0|0|1|1|0|0
356|CANDELS J141923.79+525430.2|214.84914 |  52.90840 |G|2398640| 8.001000 |PUN |     |  0.000|1|0|0|1|1|0|0
357|CANDELS J141926.33+525220.5|214.85975 |  52.87237 |G|2855224| 9.524000 |PUN |     |  0.000|1|0|0|1|1|0|0
358|CANDELS J141927.52+524949.5|214.86467 |  52.83044 |G|2821047| 9.410000 |PUN |     |  0.000|1|0|0|1|1|0|0
359|CANDELS J141930.34+525239.6|214.87613 |  52.87776 |IrS|2590807| 8.642000 |PUN |     |  0.000|2|0|14|2|1|0|0
360|CANDELS J141930.29+525238.8|214.87622 |  52.87746 |G|2609094| 8.703000 |PUN |     |  0.000|1|0|0|1|1|0|0
361|CANDELS J141931.93+525025.5|214.88303 |  52.84042 |IrS|2542240| 8.480000 |PUN |     |  0.000|6|0|16|6|4|0|0
362|CANDELS J141938.12+524843.2|214.90886 |  52.81202 |G|2854324| 9.521000 |PUN |     |  0.000|1|0|0|1|1|0|0
363|CANDELS 37659|214.91367 |  52.89305 |G|2848029| 9.500000 |PUN |     |  0.000|2|0|0|2|1|0|0
364|CANDELS 36056|214.91763 |  52.86849 |G|2403736| 8.018000 |PUN |     |  0.000|2|0|0|2|1|0|0
365|CANDELS J141940.48+525732.6|214.91869 |  52.95907 |G|2810255| 9.374000 |PUN |     |  0.000|1|0|0|1|1|0|0
366|CANDELS J141944.09+525640.7|214.93374 |  52.94464 |G|2887901| 9.633000 |PUN |     |  0.000|1|0|0|1|1|0|0
367|CANDELS J141945.27+525442.3|214.93867 |  52.91181 |G|2651964| 8.846000 |PUN |     |  0.000|3|0|0|2|2|0|0
368|CANDELS J141948.55+525012.6|214.95229 |  52.83684 |G|2900492| 9.675000 |PUN |     |  0.000|1|0|0|1|1|0|0
369|CANDELS J141949.44+525048.6|214.95604 |  52.84684 |G|2875909| 9.593000 |PUN |     |  0.000|1|0|0|1|1|0|0
370|CANDELS J141952.21+525558.6|214.96756 |  52.93296 |G|2695135| 8.990000 |PUN |     |  0.000|4|0|0|4|4|0|0
371|CANDELS J141959.72+525631.5|214.99885 |  52.94209 |G|2468791| 8.235000 |PUN |     |  0.000|1|0|0|1|1|0|0
372|CANDELS J142002.80+525917.8|215.01171 |  52.98830 |G|2581513| 8.611000 |PUN |     |  0.000|1|0|0|1|1|0|0
373|CANDELS J142003.81+525142.1|215.01588 |  52.86170 |G|2607295| 8.697000 |PUN |     |  0.000|1|0|0|1|1|0|0
374|CANDELS J142006.27+525342.5|215.02616 |  52.89514 |G|2794066| 9.320000 |PUN |     |  0.000|1|0|0|1|1|0|0
375|CANDELS J142008.19+525543.1|215.03413 |  52.92864 |G|2837836| 9.466000 |PUN |     |  0.000|1|0|0|1|1|0|0
376|CANDELS J142008.50+525326.4|215.03542 |  52.89072 |G|2603098| 8.683000 |S1L |     |  0.000|6|0|0|5|6|0|0
377|[BIO2015] EGSY 2008532660|215.03542 |  52.89072 |G|2603098| 8.683000 |SUN |     |  0.000|1|0|0|1|2|0|0
378|CANDELS J142009.39+525948.8|215.03915 |  52.99691 |G|2835737| 9.459000 |PUN |     |  0.000|1|0|0|1|1|0|0
379|CANDELS J142009.88+525812.0|215.04119 |  52.97001 |G|2777278| 9.264000 |PUN |     |  0.000|1|0|0|1|1|0|0
380|[BIO2015] EGSY 0120800269|215.05033 |  53.00747 |G|2431317| 8.110000 |PUN |     |  0.000|1|0|1|1|1|0|0
