

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is funded by the National Aeronautics and Space Administration.
and operated by the California Institute of Technology.


queryDateTime:2023-07-24T23:33:28PDT



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA|DEC|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Separation|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
381|[RMT2022] 1420+3743_1078|215.05150 |  37.73380 |G|2431317| 8.110000 |PUN |     |  0.000|1|0|0|1|1|0|0
382|[RMT2022] 1420+3743_1025|215.05950 |  37.73560 |G|2626182| 8.760000 |PUN |     |  0.000|1|0|0|1|1|0|0
383|CANDELS J142015.61+530021.4|215.06505 |  53.00595 |G|2845630| 9.492000 |PUN |     |  0.000|1|0|0|1|1|0|0
384|CANDELS J142018.99+525516.7|215.07913 |  52.92133 |G|2925975| 9.760000 |PUN |     |  0.000|1|0|0|1|1|0|0
385|CANDELS J142021.52+530309.7|215.08969 |  53.05271 |G|2609394| 8.704000 |PUN |     |  0.000|1|0|0|1|1|0|0
386|CANDELS J142023.41+525605.2|215.09754 |  52.93478 |G|2898694| 9.669000 |PUN |     |  0.000|1|0|0|1|1|0|0
387|CANDELS J142023.46+530130.3|215.09779 |  53.02514 |G|2818050| 9.400000 |PUN |     |  0.000|6|0|0|5|5|0|0
388|CANDELS J142023.71+530138.1|215.09883 |  53.02731 |G|2775479| 9.258000 |PUN |     |  0.000|2|0|0|2|2|0|0
389|CANDELS J142023.99+525633.5|215.09998 |  52.94265 |G|2912484| 9.715000 |PUN |     |  0.000|1|0|0|1|1|0|0
390|CANDELS J142027.60+525622.2|215.11501 |  52.93952 |G|2825544| 9.425000 |PUN |     |  0.000|1|0|0|1|1|0|0
391|CANDELS J142028.23+530008.6|215.11767 |  53.00240 |G|2892698| 9.649000 |PUN |     |  0.000|1|0|0|1|1|0|0
392|CANDELS J142028.51+525700.2|215.11883 |  52.95008 |G|2925375| 9.758000 |PUN |     |  0.000|1|0|0|1|1|0|0
393|CANDELS J142038.35+525747.9|215.15983 |  52.96332 |G|2736206| 9.127000 |PUN |     |  0.000|1|0|0|1|1|0|0
394|GALEXMSC J142045.20+530200.3  |215.18834 |  53.03344 |UvS|2551234| 8.510000 |PUN |     |  0.000|6|0|5|7|6|0|0
395|CANDELS J142052.50+530411.5|215.21884 |  53.06989 |IrS|2597702| 8.665000 |S1L |     |  0.000|6|0|18|6|5|0|0
396|CANDELS J142053.56+530030.3|215.22320 |  53.00842 |G|2642971| 8.816000 |PUN |     |  0.000|1|0|0|1|1|0|0
397|CANDELS J142058.87+530103.2|215.24531 |  53.01757 |G|2514959| 8.389000 |PUN |     |  0.000|1|0|0|1|1|0|0
398|CANDELS J142102.19+530340.5|215.25914 |  53.06125 |G|2771881| 9.246000 |PUN |     |  0.000|1|0|0|1|1|0|0
399|CANDELS J142103.81+530213.6|215.26588 |  53.03713 |G|2789869| 9.306000 |PUN |     |  0.000|1|0|0|1|1|0|0
400|[MMD2016] M1423-09-2|215.94121 |  24.06932 |G|2548236| 8.500000 |PUN |     |  0.000|1|0|0|1|1|0|0
401|[MMD2016] M1423-09-1|215.95450 |  24.08713 |G|2608195| 8.700000 |PUN |     |  0.000|1|0|0|1|1|0|0
402|[STB2016] Anc 01128|215.95813 |  24.07701 |G|3078869|10.270000 |SUN |     |  0.000|1|0|0|1|1|0|0
403|WISEA J142426.87+354257.8|216.11201 |  35.71606 |G|2495173| 8.323000 |PUN |22.4g|  0.000|2|0|37|4|1|4|0
404|WISEA J142436.15+325722.9|216.15074 |  32.95655 |G|2754493| 9.188000 |PUN |20.6z|  0.000|2|0|22|4|1|0|0
405|SDSS J142437.28+344734.1|216.15537 |  34.79282 |G|2931071| 9.777000 |PUN |23.3g|  0.000|2|0|25|3|1|4|0
406|WISEA J142438.39+354416.2|216.16019 |  35.73798 |G|2702030| 9.013000 |PUN |20.0z|  0.000|3|0|25|6|1|0|0
407|WISEA J142442.95+325214.1|216.17900 |  32.87059 |*|2587209| 8.630000 |PUN |16.0g|  0.000|2|0|39|7|1|4|0
408|WISEA J142449.24+333602.8|216.20518 |  33.60081 |G|2815651| 9.392000 |PUN |21.6g|  0.000|3|0|37|4|1|4|0
409|WISEA J142452.47+344132.1|216.21858 |  34.69221 |G|2507464| 8.364000 |PUN |22.3g|  0.000|6|0|39|7|1|3|0
410|SDSS J142453.31+341349.3|216.22216 |  34.23037 |G|2600700| 8.675000 |PUN |23.0g|  0.000|6|0|15|2|1|4|0
411|WISEA J142453.41+340452.0|216.22252 |  34.08120 |G|2450804| 8.175000 |PUN |24.2g|  0.000|3|0|37|4|1|4|0
412|WISEA J142454.48+351111.9|216.22691 |  35.18675 |G|2554832| 8.522000 |PUN |22.9g|  0.000|3|0|37|4|1|4|0
413|WISEA J142501.35+340103.0|216.25563 |  34.01762 |G|2605796| 8.692000 |PUN |23.6g|  0.000|3|0|37|4|1|4|0
414|SSTSL2 J142507.67+351220.0|216.28194 |  35.20577 |G|2864218| 9.554000 |PUN |     |  0.000|1|0|18|3|2|0|0
415|WISEA J142515.80+333754.7|216.31593 |  33.63187 |*|2445707| 8.158000 |PUN |15.5g|  0.000|4|0|40|7|1|3|0
416|WISEA J142518.87+353544.8|216.32873 |  35.59579 |G|2507464| 8.364000 |PUN |22.8g|  0.000|3|0|37|4|1|4|0
417|WISEA J142519.57+335245.3|216.33154 |  33.87929 |G|2733508| 9.118000 |PUN |21.8g|  0.000|4|0|37|4|1|4|0
418|WISEA J142521.69+331454.8|216.34046 |  33.24857 |G|2713122| 9.050000 |PUN |23.1g|  0.000|3|0|37|4|1|4|0
419|FLX J142523.01+341450.4|216.34588 |  34.24733 |G|2418126| 8.066000 |PUN |17.9J|  0.000|5|0|10|3|1|0|0
420|SDSS J142523.55+351631.6|216.34815 |  35.27545 |G|2881606| 9.612000 |PUN |24.3g|  0.000|2|0|23|3|1|4|0
421|WISEA J142525.45+333250.9|216.35587 |  33.54737 |G|2627082| 8.763000 |PUN |25.3g|  0.000|4|0|37|4|1|4|0
422|WISEA J142527.35+351837.2|216.36395 |  35.31042 |G|2889100| 9.637000 |PUN |24.4g|  0.000|2|0|37|4|1|4|0
423|WISEA J142529.25+334333.6|216.37178 |  33.72605 |G|2404036| 8.019000 |PUN |19.8g|  0.000|4|0|37|4|1|4|0
424|WISEA J142529.42+334629.0|216.37263 |  33.77475 |*|2762588| 9.215000 |PUN |12.4g|  0.000|4|0|37|6|1|4|0
425|SDSS J142531.80+345309.3|216.38250 |  34.88593 |G|2405535| 8.024000 |PUN |23.4g|  0.000|3|0|25|3|1|4|0
426|WISEA J142544.40+333612.4|216.43502 |  33.60339 |G|2511362| 8.377000 |PUN |21.1g|  0.000|4|0|35|4|1|4|0
427|SDWFS J142603.86+345624.1|216.51613 |  34.94008 |G|2477485| 8.264000 |PUN |21.6z|  0.000|3|0|10|3|1|0|0
428|WISEA J142607.03+341202.4|216.52936 |  34.20061 |G|2831540| 9.445000 |PUN |22.0g|  0.000|5|0|37|4|1|4|0
429|WISEA J142607.34+350200.0|216.53068 |  35.03331 |G|2938866| 9.803000 |PUN |23.5g|  0.000|3|0|35|4|1|4|0
430|WISEA J142609.79+354315.1|216.54087 |  35.72095 |G|2477785| 8.265000 |PUN |23.6g|  0.000|2|0|47|5|1|4|0
431|WISEA J142611.74+341809.7|216.54891 |  34.30269 |VisS|2751496| 9.178000 |PUN |19.5J|  0.000|4|0|22|4|1|0|0
432|WISEA J142613.37+325516.7|216.55590 |  32.92146 |G|2587209| 8.630000 |PUN |19.6z|  0.000|4|0|30|5|1|0|1
433|WISEA J142616.13+351017.3|216.56738 |  35.17147 |G|2578216| 8.600000 |PUN |24.1g|  0.000|3|0|37|4|1|4|0
434|SDWFS J142622.45+352849.4|216.59353 |  35.48040 |IrS|2669652| 8.905000 |PUN |15.9L|  0.000|2|0|10|3|1|0|0
435|WISEA J142624.24+351730.0|216.60098 |  35.29159 |G|2834238| 9.454000 |PUN |23.1g|  0.000|2|0|45|5|1|4|0
436|WISEA J142625.76+344425.9|216.60747 |  34.74060 |G|2600700| 8.675000 |PUN |23.4g|  0.000|3|0|37|4|1|4|0
437|WISEA J142638.53+352126.8|216.66069 |  35.35750 |G|2787770| 9.299000 |PUN |22.5g|  0.000|4|0|37|4|1|4|0
438|WISEA J142640.02+343234.4|216.66671 |  34.54292 |G|2833639| 9.452000 |PUN |21.4z|  0.000|6|0|25|6|1|0|0
439|WISEA J142646.34+334016.8|216.69329 |  33.67140 |G|2696634| 8.995000 |PUN |22.8g|  0.000|4|0|45|5|1|4|0
440|WISEA J142647.26+352037.0|216.69688 |  35.34360 |G|2569821| 8.572000 |PUN |22.4g|  0.000|2|0|37|4|1|4|0
441|WISEA J142647.69+343134.0|216.69865 |  34.52617 |G|2629780| 8.772000 |PUN |23.0g|  0.000|4|0|37|4|1|4|0
442|WISEA J142649.22+343120.6|216.70517 |  34.52240 |G|2592606| 8.648000 |PUN |22.1g|  0.000|4|0|33|5|1|4|0
443|WISEA J142651.54+330534.3|216.71478 |  33.09292 |G|2792567| 9.315000 |PUN |22.5g|  0.000|4|0|39|5|1|4|0
444|WISEA J142656.00+332558.8|216.73347 |  33.43305 |IrS|2818349| 9.401000 |PUN |18.3J|  0.000|3|0|22|4|1|0|0
445|WISEA J142659.07+351910.1|216.74622 |  35.31950 |G|2895696| 9.659000 |PUN |23.1g|  0.000|3|0|37|4|1|4|1
446|WISEA J142700.77+342916.2|216.75332 |  34.48792 |IrS|2693336| 8.984000 |PUN |16.0L|  0.000|4|0|25|5|1|0|0
447|WISEA J142704.71+340014.1|216.76968 |  34.00390 |*|2987132| 9.964000 |PUN |19.3g|  0.000|4|0|52|6|1|4|0
448|WISEA J142707.28+330030.3|216.78063 |  33.00845 |G|2778177| 9.267000 |PUN |20.3z|  0.000|3|0|22|4|1|0|0
449|WISEA J142708.44+350328.4|216.78526 |  35.05770 |G|2737705| 9.132000 |PUN |23.0g|  0.000|2|0|37|4|1|4|0
450|WISEA J142712.65+345450.8|216.80252 |  34.91398 |G|2966747| 9.896000 |PUN |     |  0.000|2|0|23|4|2|0|0
451|WISEA J142712.71+350024.1|216.80298 |  35.00678 |G|2457099| 8.196000 |PUN |23.0g|  0.000|2|0|37|4|1|4|1
452|WISEA J142715.38+325627.9|216.81417 |  32.94103 |G|2522154| 8.413000 |PUN |21.4g|  0.000|4|0|37|4|1|4|0
453|WISEA J142727.83+325808.0|216.86578 |  32.96900 |IrS|2663656| 8.885000 |PUN |16.6L|  0.000|2|0|22|4|1|0|0
454|WISEA J142733.05+345716.8|216.88776 |  34.95471 |G|2986833| 9.963000 |PUN |20.8z|  0.000|5|0|24|5|1|0|0
455|WISEA J142740.77+325735.3|216.92010 |  32.95986 |G|2574018| 8.586000 |PUN |     |  0.000|1|0|22|3|2|0|0
456|SDWFS J142746.00+350331.7|216.94167 |  35.05894 |G|2913683| 9.719000 |PUN |23.2z|  0.000|3|0|8|3|1|0|0
457|WISEA J142746.93+330915.0|216.94547 |  33.15428 |IrS|2428319| 8.100000 |PUN |18.5J|  0.000|3|0|22|4|1|0|0
458|SDWFS J142752.09+353426.2|216.96704 |  35.57393 |IrS|2708925| 9.036000 |PUN |16.7L|  0.000|2|0|18|4|1|0|0
459|WISEA J142753.66+351610.0|216.97365 |  35.26938 |*|2781175| 9.277000 |PUN |21.7g|  0.000|3|0|33|5|1|4|0
460|SDSS J142756.39+340813.6|216.98500 |  34.13711 |G|2415428| 8.057000 |PUN |23.0g|  0.000|4|0|26|4|1|4|0
461|WISEA J142756.81+352034.7|216.98679 |  35.34278 |G|2776978| 9.263000 |PUN |20.9z|  0.000|5|0|24|5|1|0|0
462|WISEA J142759.23+333512.7|216.99684 |  33.58690 |G|2710424| 9.041000 |PUN |24.4g|  0.000|4|0|37|4|1|4|0
463|WISEA J142803.40+343123.6|217.01400 |  34.52332 |G|2479884| 8.272000 |PUN |22.2z|  0.000|3|0|22|4|1|0|0
464|WISEA J142807.61+343147.4|217.03168 |  34.53005 |VisS|2556331| 8.527000 |PUN |22.7g|  0.000|3|0|37|4|1|4|0
465|WISEA J142810.11+345225.5|217.04223 |  34.87387 |G|2561727| 8.545000 |PUN |22.5g|  0.000|3|0|37|4|1|4|0
466|WISEA J142815.05+325945.5|217.06291 |  32.99608 |G|2558129| 8.533000 |PUN |22.2z|  0.000|3|0|22|4|1|0|0
467|SDSS J142817.40+345429.0|217.07253 |  34.90807 |G|2741003| 9.143000 |PUN |22.9g|  0.000|2|0|25|3|1|4|0
468|WISEA J142819.19+340759.5|217.07992 |  34.13332 |G|2426221| 8.093000 |PUN |18.3J|  0.000|4|0|22|4|1|0|0
469|WISEA J142820.35+334526.7|217.08495 |  33.75721 |G|2681644| 8.945000 |PUN |19.2J|  0.000|4|0|25|5|1|0|0
470|WISEA J142835.05+331603.0|217.14613 |  33.26751 |*|2635176| 8.790000 |PUN |17.0g|  0.000|4|0|33|5|1|4|0
471|WISEA J142837.69+333224.7|217.15716 |  33.54028 |G|2542240| 8.480000 |PUN |19.4J|  0.000|5|0|23|5|1|0|0
472|WISEA J142839.52+343047.2|217.16476 |  34.51297 |G|2661858| 8.879000 |PUN |23.9g|  0.000|3|0|27|4|1|4|0
473|FLX J142850.36+331607.5|217.20985 |  33.26877 |G|2674749| 8.922000 |PUN |19.3J|  0.000|3|0|0|2|1|0|0
474|WISEA J142851.24+325624.8|217.21357 |  32.94029 |G|2405235| 8.023000 |PUN |22.3g|  0.000|5|0|37|4|1|4|0
475|WISEA J142855.46+331313.5|217.23111 |  33.22034 |G|2432816| 8.115000 |PUN |19.5J|  0.000|4|0|22|4|1|0|0
476|WISEA J142858.64+340601.7|217.24435 |  34.10060 |VisS|2762588| 9.215000 |PUN |19.8J|  0.000|6|0|24|5|1|0|0
477|WISEA J142900.31+343106.1|217.25136 |  34.51842 |*|2942463| 9.815000 |PUN |14.9g|  0.000|3|0|40|7|1|4|0
478|WISEA J142901.09+345808.7|217.25492 |  34.96911 |G|2444508| 8.154000 |PUN |23.9g|  0.000|2|0|37|4|1|4|0
479|SDWFS J142905.63+344909.7|217.27360 |  34.81941 |G|2845630| 9.492000 |PUN |22.1z|  0.000|15|0|22|10|1|0|0
480|WISEA J142907.85+354043.1|217.28268 |  35.67878 |VisS|2940365| 9.808000 |PUN |20.4g|  0.000|4|0|33|5|1|4|0
481|WISEA J142914.03+350726.3|217.30854 |  35.12392 |G|2479884| 8.272000 |PUN |23.0g|  0.000|3|0|37|4|1|4|0
482|WISEA J142916.43+354656.3|217.31844 |  35.78235 |*|2443309| 8.150000 |PUN |13.0z|  0.000|5|0|47|7|1|4|0
483|WISEA J142918.08+330434.2|217.32537 |  33.07619 |G|2453202| 8.183000 |PUN |21.8g|  0.000|4|0|37|4|1|4|0
484|WISEA J142918.78+333030.1|217.32836 |  33.50834 |G|2712523| 9.048000 |PUN |23.2g|  0.000|4|0|37|4|1|4|0
485|WISEA J142922.23+341244.6|217.34259 |  34.21244 |G|2587509| 8.631000 |PUN |22.7g|  0.000|4|0|37|4|1|4|0
486|WISEA J142923.80+334450.9|217.34911 |  33.74746 |G|2410631| 8.041000 |PUN |23.7g|  0.000|4|0|37|4|1|4|0
487|WISEA J142927.65+325802.3|217.36523 |  32.96732 |G|2667853| 8.899000 |PUN |23.6g|  0.000|6|0|37|4|1|4|0
488|FIRST J142931.0+351237|217.37914 |  35.21021 |RadioS|2447506| 8.164000 |PUN | 0.75|  0.000|11|0|10|8|1|0|0
489|WISEA J142935.60+342223.5|217.39847 |  34.37316 |G|2616889| 8.729000 |PUN |20.5z|  0.000|5|0|24|5|1|0|0
490|WISEA J142938.64+345234.4|217.41109 |  34.87619 |IrS|2655562| 8.858000 |PUN |16.4L|  0.000|2|0|20|4|1|0|0
491|WISEA J142941.31+342527.8|217.42212 |  34.42448 |G|2761389| 9.211000 |PUN |19.3z|  0.000|2|0|22|4|1|0|4
492|WISEA J142941.53+345805.3|217.42312 |  34.96821 |G|2946660| 9.829000 |PUN |24.6g|  0.000|2|0|37|4|1|4|0
493|WISEA J142947.58+330941.6|217.44829 |  33.16157 |*|2676547| 8.928000 |PUN |16.3g|  0.000|4|0|36|6|1|4|0
494|WISEA J142950.85+333011.5|217.46199 |  33.50326 |*|2461896| 8.212000 |PUN |16.8J|  0.000|6|0|34|5|1|0|0
495|WISEA J142954.34+351500.4|217.47653 |  35.25016 |IrS|2982935| 9.950000 |PUN |16.4L|  0.000|2|0|22|4|1|0|0
496|WISEA J142957.66+342825.5|217.49030 |  34.47382 |G|2827343| 9.431000 |PUN |20.2z|  0.000|3|0|22|4|1|0|0
497|SDSS J142958.32+350645.6|217.49301 |  35.11269 |G|2654962| 8.856000 |PUN |23.4g|  0.000|3|0|25|3|1|4|0
498|WISEA J143000.00+353106.6|217.50012 |  35.51850 |IrS|2472689| 8.248000 |PUN |16.4L|  0.000|2|0|20|4|1|0|0
499|SDSS J143001.69+352616.5|217.50707 |  35.43794 |G|2805158| 9.357000 |PUN |22.5g|  0.000|5|0|25|3|1|4|0
500|WISEA J143004.72+345938.0|217.51945 |  34.99374 |IrS|2898394| 9.668000 |PUN |15.7L|  0.000|2|0|22|4|1|0|0
501|WISEA J143009.63+343021.4|217.54004 |  34.50582 |G|2520655| 8.408000 |PUN |23.5g|  0.000|3|0|37|4|1|4|0
502|SDWFS J143010.74+352213.5|217.54475 |  35.37043 |IrS|2681644| 8.945000 |PUN |16.2L|  0.000|2|0|20|4|1|0|0
503|WISEA J143013.28+331208.1|217.55542 |  33.20225 |G|2531448| 8.444000 |PUN |22.9g|  0.000|6|0|37|4|1|4|0
504|WISEA J143013.62+331528.7|217.55678 |  33.25797 |G|2969145| 9.904000 |PUN |21.4g|  0.000|4|0|37|4|1|4|0
505|WISEA J143014.71+330824.1|217.56147 |  33.14007 |*|2419625| 8.071000 |PUN |12.3J|  0.000|5|0|33|7|1|0|0
506|WISEA J143015.57+325755.3|217.56491 |  32.96540 |G|2476586| 8.261000 |PUN |22.4g|  0.000|2|0|37|4|1|4|0
507|WISEA J143016.36+352728.2|217.56826 |  35.45785 |G|2593505| 8.651000 |PUN |23.4g|  0.000|3|0|37|4|1|4|0
508|SDSS J143017.10+351458.7|217.57125 |  35.24965 |G|2409732| 8.038000 |PUN |24.4g|  0.000|4|0|27|4|1|4|0
509|SSTSL2 J143020.30+343108.7|217.58482 |  34.51910 |G|2592606| 8.648000 |PUN |     |  0.000|1|0|10|2|2|0|0
510|WISEA J143020.37+342000.0|217.58507 |  34.33344 |G|2441510| 8.144000 |PUN |22.1g|  0.000|3|0|37|4|1|4|0
511|SDWFS J143024.07+325640.9|217.60028 |  32.94471 |IrS|2893897| 9.653000 |PUN |16.0L|  0.000|2|0|6|3|1|0|0
512|WISEA J143028.76+331008.8|217.61989 |  33.16913 |*|2616289| 8.727000 |PUN |15.5g|  0.000|4|0|40|7|1|4|0
513|WISEA J143028.80+325615.3|217.62005 |  32.93753 |G|2428619| 8.101000 |PUN |22.4g|  0.000|2|0|37|4|1|4|0
514|[C2007] J143034.40+345918.1|217.64336 |  34.98838 |G|2963749| 9.886000 |PUN |21.9z|  0.000|2|0|0|2|1|0|0
515|WISEA J143037.07+344222.2|217.65431 |  34.70597 |VisS|2578216| 8.600000 |PUN |22.6z|  0.000|3|0|44|5|1|4|0
516|WISEA J143037.92+354951.2|217.65780 |  35.83090 |G|2980237| 9.941000 |PUN |23.8g|  0.000|1|0|37|4|1|3|0
517|WISEA J143042.35+330958.1|217.67649 |  33.16613 |*|2630080| 8.773000 |PUN |16.5g|  0.000|4|0|33|5|1|4|0
518|SSTSL2 J143046.34+343307.4|217.69313 |  34.55211 |G|2791068| 9.310000 |PUN |     |  0.000|2|0|11|3|2|0|0
519|SDWFS J143046.75+351026.1|217.69481 |  35.17393 |IrS|2824345| 9.421000 |PUN |16.0L|  0.000|2|0|20|4|1|0|0
520|WISEA J143047.87+342623.9|217.69949 |  34.44001 |*|2961051| 9.877000 |PUN |21.2g|  0.000|3|0|33|5|1|4|0
521|WISEA J143054.50+344319.5|217.72704 |  34.72200 |VisS|2513760| 8.385000 |PUN |23.1z|  0.000|3|0|22|4|1|0|0
522|WISEA J143056.37+341619.0|217.73494 |  34.27193 |*|2772781| 9.249000 |PUN |16.3g|  0.000|3|0|37|6|1|4|0
523|WISEA J143059.16+353136.9|217.74649 |  35.52694 |*|2685241| 8.957000 |PUN |13.3g|  0.000|4|0|41|7|1|4|0
524|WISEA J143100.40+324959.5|217.75143 |  32.83329 |IrS|2751795| 9.179000 |PUN |15.6L|  0.000|2|0|18|4|1|0|0
525|FLX J143100.71+342124.3|217.75298 |  34.35676 |IrS|2951757| 9.846000 |PUN |16.1J|  0.000|2|0|10|3|1|0|0
526|SDWFS J143100.83+324955.0|217.75347 |  32.83193 |IrS|2700831| 9.009000 |PUN |15.7L|  0.000|2|0|8|3|1|0|0
527|WISEA J143103.28+345546.1|217.76372 |  34.92947 |G|2934669| 9.789000 |PUN |22.6g|  0.000|3|0|37|4|1|4|0
528|WISEA J143103.55+324857.7|217.76505 |  32.81595 |VisS|2770083| 9.240000 |PUN |22.7B|  0.000|4|0|30|4|1|4|1
529|WISEA J143104.87+343816.1|217.77027 |  34.63776 |*|2800662| 9.342000 |PUN |23.7g|  0.000|4|0|37|4|1|4|0
530|SDSS J143105.39+345124.6|217.77247 |  34.85684 |G|2920579| 9.742000 |PUN |23.0g|  0.000|3|0|15|2|1|4|0
531|WISEA J143108.23+353729.0|217.78436 |  35.62443 |G|2906188| 9.694000 |PUN |21.3z|  0.000|3|0|22|4|1|0|0
532|WISEA J143108.35+325016.4|217.78480 |  32.83787 |G|2960151| 9.874000 |PUN |22.1g|  0.000|4|0|37|4|1|4|0
533|WISEA J143110.04+352628.6|217.79174 |  35.44133 |G|2611792| 8.712000 |PUN |22.2g|  0.000|3|0|35|4|1|4|0
534|WISEA J143112.45+332151.5|217.80193 |  33.36431 |*|2901392| 9.678000 |PUN |17.1g|  0.000|3|0|33|5|1|4|0
535|WISEA J143115.45+335953.3|217.81454 |  33.99807 |*|2796165| 9.327000 |PUN |22.5g|  0.000|5|0|33|5|1|4|0
536|WISEA J143116.36+354014.5|217.81828 |  35.67056 |VisS|2888501| 9.635000 |PUN |23.8g|  0.000|3|0|37|4|1|4|0
537|WISEA J143116.44+332236.9|217.81882 |  33.37671 |IrS|2669952| 8.906000 |PUN |19.2J|  0.000|2|0|22|4|1|0|0
538|WISEA J143120.77+352044.9|217.83656 |  35.34587 |G|2522754| 8.415000 |PUN |23.1g|  0.000|3|0|35|4|1|4|0
539|FLX J143121.00+344050.0|217.83751 |  34.68056 |G|2758691| 9.202000 |PUN |18.3J|  0.000|3|0|10|3|1|0|0
540|WISEA J143121.79+324927.8|217.84088 |  32.82430 |G|2448405| 8.167000 |PUN |22.6g|  0.000|4|0|37|4|1|4|0
541|WISEA J143131.07+344108.4|217.87917 |  34.68554 |G|2649566| 8.838000 |PUN |21.6g|  0.000|7|0|62|9|1|4|0
542|WISEA J143135.29+340704.2|217.89722 |  34.11796 |*|2503267| 8.350000 |PUN |19.7J|  0.000|4|0|22|4|1|0|0
543|WISEA J143139.42+345012.0|217.91443 |  34.83676 |G|2596503| 8.661000 |PUN |22.5z|  0.000|8|0|28|7|1|0|0
544|WISEA J143140.09+351520.8|217.91708 |  35.25578 |G|2517058| 8.396000 |PUN |23.4g|  0.000|2|0|37|4|1|4|0
545|WISEA J143142.67+351247.8|217.92780 |  35.21324 |IrS|2464594| 8.221000 |PUN |15.4L|  0.000|8|0|28|7|1|0|0
546|WISEA J143146.42+341746.4|217.94342 |  34.29600 |*|2703529| 9.018000 |PUN |22.7g|  0.000|4|0|37|4|1|4|0
547|WISEA J143147.78+351404.9|217.94907 |  35.23466 |IrS|2523054| 8.416000 |PUN |16.2L|  0.000|3|0|23|4|1|0|0
548|WISEA J143148.31+330819.9|217.95123 |  33.13883 |G|2509563| 8.371000 |PUN |18.4J|  0.000|4|0|22|4|1|0|0
549|WISEA J143148.95+325151.7|217.95407 |  32.86433 |IrS|2680745| 8.942000 |PUN |15.4L|  0.000|2|0|22|4|1|0|0
550|WISEA J143151.80+342515.0|217.96567 |  34.42098 |G|2845930| 9.493000 |PUN |22.9g|  0.000|7|0|40|6|1|4|0
551|WISEA J143152.78+350317.9|217.96997 |  35.05502 |*|2972443| 9.915000 |PUN |14.9z|  0.000|3|0|40|7|1|4|0
552|WISEA J143153.72+325109.6|217.97388 |  32.85269 |G|2720617| 9.075000 |PUN |21.9g|  0.000|6|0|37|4|1|4|0
553|WISEA J143156.16+352452.1|217.98385 |  35.41456 |G|2533846| 8.452000 |PUN |21.3z|  0.000|9|0|28|8|1|0|0
554|WISEA J143157.15+344554.9|217.98811 |  34.76517 |VisS|2860320| 9.541000 |PUN |22.4z|  0.000|3|0|22|4|1|0|0
555|WISEA J143159.60+330752.2|217.99834 |  33.13117 |G|2416328| 8.060000 |PUN |24.1g|  0.000|4|0|37|4|1|4|0
556|WISEA J143209.27+353835.3|218.03866 |  35.64304 |VisS|2427120| 8.096000 |PUN |21.4g|  0.000|3|0|37|4|1|4|0
557|WISEA J143211.01+330306.6|218.04590 |  33.05182 |*|2618388| 8.734000 |PUN |14.9g|  0.000|4|0|41|7|1|4|0
558|SDSS J143213.37+353901.9|218.05574 |  35.65054 |G|2576717| 8.595000 |PUN |20.7g|  0.000|3|0|25|3|1|4|0
559|SDWFS J143213.53+350940.8|218.05640 |  35.16138 |IrS|2466393| 8.227000 |PUN |16.5L|  0.000|15|0|31|9|1|0|1
560|WISEA J143220.92+331935.9|218.08714 |  33.32656 |G|2939765| 9.806000 |PUN |18.2J|  0.000|4|0|22|4|1|0|0
561|WISEA J143223.30+350515.6|218.09708 |  35.08768 |VisS|2595304| 8.657000 |PUN |23.0g|  0.000|3|0|37|4|1|4|0
562|WISEA J143223.67+354509.5|218.09878 |  35.75262 |G|2929572| 9.772000 |PUN |23.3g|  0.000|1|0|37|4|1|4|0
563|WISEA J143225.88+345050.6|218.10775 |  34.84736 |G|2539242| 8.470000 |PUN |22.4g|  0.000|4|0|39|5|1|4|0
564|WISEA J143226.71+343014.9|218.11141 |  34.50418 |*|2902291| 9.681000 |PUN |22.0g|  0.000|5|0|33|5|1|4|0
565|WISEA J143228.90+354228.9|218.12033 |  35.70792 |G|2462496| 8.214000 |PUN |21.2g|  0.000|4|0|45|6|1|4|0
566|WISEA J143229.26+344039.4|218.12229 |  34.67763 |G|2925375| 9.758000 |PUN |23.0g|  0.000|4|0|33|5|2|4|0
567|WISEA J143229.76+340141.8|218.12390 |  34.02833 |G|2715820| 9.059000 |PUN |23.1g|  0.000|4|0|37|4|1|4|0
568|WISEA J143234.33+351502.7|218.14327 |  35.25088 |G|2620186| 8.740000 |PUN |22.9g|  0.000|2|0|37|4|1|4|0
569|WISEA J143234.44+331238.7|218.14354 |  33.21068 |G|2668153| 8.900000 |PUN |24.2g|  0.000|4|0|37|4|1|4|0
570|WISEA J143238.55+331019.8|218.16069 |  33.17230 |G|2942463| 9.815000 |PUN |20.9g|  0.000|4|0|33|5|1|4|0
571|WISEA J143241.54+342807.7|218.17335 |  34.46870 |G|2402537| 8.014000 |PUN |20.1z|  0.000|2|0|15|4|1|0|0
572|SDWFS J143244.97+345615.4|218.18734 |  34.93762 |G|2974541| 9.922000 |PUN |21.8z|  0.000|3|0|10|3|1|0|0
573|SDSS J143247.35+343014.9|218.19731 |  34.50416 |VisS|2442409| 8.147000 |PUN |24.0g|  0.000|4|0|35|4|1|4|0
